NOK_per_kWh,EUR_per_kWh,EXR,time_start,time_end
0.46548,0.0466,9.9888,2022-01-01T00:00:00+01:00,2022-01-01T01:00:00+01:00
0.41284,0.04133,9.9888,2022-01-01T01:00:00+01:00,2022-01-01T02:00:00+01:00
0.42133,0.04218,9.9888,2022-01-01T02:00:00+01:00,2022-01-01T03:00:00+01:00
0.4432,0.04437,9.9888,2022-01-01T03:00:00+01:00,2022-01-01T04:00:00+01:00
0.37628,0.03767,9.9888,2022-01-01T04:00:00+01:00,2022-01-01T05:00:00+01:00
0.39656,0.0397,9.9888,2022-01-01T05:00:00+01:00,2022-01-01T06:00:00+01:00
0.40545,0.04059,9.9888,2022-01-01T06:00:00+01:00,2022-01-01T07:00:00+01:00
0.43212,0.04326,9.9888,2022-01-01T07:00:00+01:00,2022-01-01T08:00:00+01:00
0.49385,0.04944,9.9888,2022-01-01T08:00:00+01:00,2022-01-01T09:00:00+01:00
0.49405,0.04946,9.9888,2022-01-01T09:00:00+01:00,2022-01-01T10:00:00+01:00
0.49215,0.04927,9.9888,2022-01-01T10:00:00+01:00,2022-01-01T11:00:00+01:00
0.48835,0.04889,9.9888,2022-01-01T11:00:00+01:00,2022-01-01T12:00:00+01:00
0.48396,0.04845,9.9888,2022-01-01T12:00:00+01:00,2022-01-01T13:00:00+01:00
0.4416,0.04421,9.9888,2022-01-01T13:00:00+01:00,2022-01-01T14:00:00+01:00
0.42333,0.04238,9.9888,2022-01-01T14:00:00+01:00,2022-01-01T15:00:00+01:00
0.42043,0.04209,9.9888,2022-01-01T15:00:00+01:00,2022-01-01T16:00:00+01:00
0.42253,0.0423,9.9888,2022-01-01T16:00:00+01:00,2022-01-01T17:00:00+01:00
0.40545,0.04059,9.9888,2022-01-01T17:00:00+01:00,2022-01-01T18:00:00+01:00
0.40065,0.04011,9.9888,2022-01-01T18:00:00+01:00,2022-01-01T19:00:00+01:00
0.38477,0.03852,9.9888,2022-01-01T19:00:00+01:00,2022-01-01T20:00:00+01:00
0.34671,0.03471,9.9888,2022-01-01T20:00:00+01:00,2022-01-01T21:00:00+01:00
0.32444,0.03248,9.9888,2022-01-01T21:00:00+01:00,2022-01-01T22:00:00+01:00
0.32843,0.03288,9.9888,2022-01-01T22:00:00+01:00,2022-01-01T23:00:00+01:00
0.32404,0.03244,9.9888,2022-01-01T23:00:00+01:00,2022-01-02T00:00:00+01:00
0.31994,0.03203,9.9888,2022-01-02T00:00:00+01:00,2022-01-02T01:00:00+01:00
0.31744,0.03178,9.9888,2022-01-02T01:00:00+01:00,2022-01-02T02:00:00+01:00
0.31764,0.0318,9.9888,2022-01-02T02:00:00+01:00,2022-01-02T03:00:00+01:00
0.31854,0.03189,9.9888,2022-01-02T03:00:00+01:00,2022-01-02T04:00:00+01:00
0.29527,0.02956,9.9888,2022-01-02T04:00:00+01:00,2022-01-02T05:00:00+01:00
0.31934,0.03197,9.9888,2022-01-02T05:00:00+01:00,2022-01-02T06:00:00+01:00
0.31625,0.03166,9.9888,2022-01-02T06:00:00+01:00,2022-01-02T07:00:00+01:00
0.32244,0.03228,9.9888,2022-01-02T07:00:00+01:00,2022-01-02T08:00:00+01:00
0.32893,0.03293,9.9888,2022-01-02T08:00:00+01:00,2022-01-02T09:00:00+01:00
0.36269,0.03631,9.9888,2022-01-02T09:00:00+01:00,2022-01-02T10:00:00+01:00
0.37248,0.03729,9.9888,2022-01-02T10:00:00+01:00,2022-01-02T11:00:00+01:00
0.37458,0.0375,9.9888,2022-01-02T11:00:00+01:00,2022-01-02T12:00:00+01:00
0.37448,0.03749,9.9888,2022-01-02T12:00:00+01:00,2022-01-02T13:00:00+01:00
0.37448,0.03749,9.9888,2022-01-02T13:00:00+01:00,2022-01-02T14:00:00+01:00
0.36929,0.03697,9.9888,2022-01-02T14:00:00+01:00,2022-01-02T15:00:00+01:00
0.3591,0.03595,9.9888,2022-01-02T15:00:00+01:00,2022-01-02T16:00:00+01:00
0.34991,0.03503,9.9888,2022-01-02T16:00:00+01:00,2022-01-02T17:00:00+01:00
0.33173,0.03321,9.9888,2022-01-02T17:00:00+01:00,2022-01-02T18:00:00+01:00
0.32913,0.03295,9.9888,2022-01-02T18:00:00+01:00,2022-01-02T19:00:00+01:00
0.32873,0.03291,9.9888,2022-01-02T19:00:00+01:00,2022-01-02T20:00:00+01:00
0.33213,0.03325,9.9888,2022-01-02T20:00:00+01:00,2022-01-02T21:00:00+01:00
0.3523,0.03527,9.9888,2022-01-02T21:00:00+01:00,2022-01-02T22:00:00+01:00
0.38926,0.03897,9.9888,2022-01-02T22:00:00+01:00,2022-01-02T23:00:00+01:00
0.32893,0.03293,9.9888,2022-01-02T23:00:00+01:00,2022-01-03T00:00:00+01:00
0.20893,0.02089,10.0013,2022-01-03T00:00:00+01:00,2022-01-03T01:00:00+01:00
0.19923,0.01992,10.0013,2022-01-03T01:00:00+01:00,2022-01-03T02:00:00+01:00
0.19873,0.01987,10.0013,2022-01-03T02:00:00+01:00,2022-01-03T03:00:00+01:00
0.19823,0.01982,10.0013,2022-01-03T03:00:00+01:00,2022-01-03T04:00:00+01:00
0.20263,0.02026,10.0013,2022-01-03T04:00:00+01:00,2022-01-03T05:00:00+01:00
0.29354,0.02935,10.0013,2022-01-03T05:00:00+01:00,2022-01-03T06:00:00+01:00
0.34935,0.03493,10.0013,2022-01-03T06:00:00+01:00,2022-01-03T07:00:00+01:00
0.34835,0.03483,10.0013,2022-01-03T07:00:00+01:00,2022-01-03T08:00:00+01:00
0.37025,0.03702,10.0013,2022-01-03T08:00:00+01:00,2022-01-03T09:00:00+01:00
0.38765,0.03876,10.0013,2022-01-03T09:00:00+01:00,2022-01-03T10:00:00+01:00
0.38815,0.03881,10.0013,2022-01-03T10:00:00+01:00,2022-01-03T11:00:00+01:00
0.38895,0.03889,10.0013,2022-01-03T11:00:00+01:00,2022-01-03T12:00:00+01:00
0.38945,0.03894,10.0013,2022-01-03T12:00:00+01:00,2022-01-03T13:00:00+01:00
0.39925,0.03992,10.0013,2022-01-03T13:00:00+01:00,2022-01-03T14:00:00+01:00
0.39945,0.03994,10.0013,2022-01-03T14:00:00+01:00,2022-01-03T15:00:00+01:00
0.39955,0.03995,10.0013,2022-01-03T15:00:00+01:00,2022-01-03T16:00:00+01:00
0.42416,0.04241,10.0013,2022-01-03T16:00:00+01:00,2022-01-03T17:00:00+01:00
0.46386,0.04638,10.0013,2022-01-03T17:00:00+01:00,2022-01-03T18:00:00+01:00
0.45706,0.0457,10.0013,2022-01-03T18:00:00+01:00,2022-01-03T19:00:00+01:00
0.45206,0.0452,10.0013,2022-01-03T19:00:00+01:00,2022-01-03T20:00:00+01:00
0.43846,0.04384,10.0013,2022-01-03T20:00:00+01:00,2022-01-03T21:00:00+01:00
0.42576,0.04257,10.0013,2022-01-03T21:00:00+01:00,2022-01-03T22:00:00+01:00
0.39455,0.03945,10.0013,2022-01-03T22:00:00+01:00,2022-01-03T23:00:00+01:00
0.34404,0.0344,10.0013,2022-01-03T23:00:00+01:00,2022-01-04T00:00:00+01:00
0.39965,0.03991,10.0138,2022-01-04T00:00:00+01:00,2022-01-04T01:00:00+01:00
0.37091,0.03704,10.0138,2022-01-04T01:00:00+01:00,2022-01-04T02:00:00+01:00
0.35088,0.03504,10.0138,2022-01-04T02:00:00+01:00,2022-01-04T03:00:00+01:00
0.35018,0.03497,10.0138,2022-01-04T03:00:00+01:00,2022-01-04T04:00:00+01:00
0.35229,0.03518,10.0138,2022-01-04T04:00:00+01:00,2022-01-04T05:00:00+01:00
0.37141,0.03709,10.0138,2022-01-04T05:00:00+01:00,2022-01-04T06:00:00+01:00
0.37131,0.03708,10.0138,2022-01-04T06:00:00+01:00,2022-01-04T07:00:00+01:00
0.42979,0.04292,10.0138,2022-01-04T07:00:00+01:00,2022-01-04T08:00:00+01:00
0.43961,0.0439,10.0138,2022-01-04T08:00:00+01:00,2022-01-04T09:00:00+01:00
0.44712,0.04465,10.0138,2022-01-04T09:00:00+01:00,2022-01-04T10:00:00+01:00
0.45122,0.04506,10.0138,2022-01-04T10:00:00+01:00,2022-01-04T11:00:00+01:00
0.46013,0.04595,10.0138,2022-01-04T11:00:00+01:00,2022-01-04T12:00:00+01:00
0.46905,0.04684,10.0138,2022-01-04T12:00:00+01:00,2022-01-04T13:00:00+01:00
0.47065,0.047,10.0138,2022-01-04T13:00:00+01:00,2022-01-04T14:00:00+01:00
0.47495,0.04743,10.0138,2022-01-04T14:00:00+01:00,2022-01-04T15:00:00+01:00
0.47966,0.0479,10.0138,2022-01-04T15:00:00+01:00,2022-01-04T16:00:00+01:00
0.48417,0.04835,10.0138,2022-01-04T16:00:00+01:00,2022-01-04T17:00:00+01:00
0.48627,0.04856,10.0138,2022-01-04T17:00:00+01:00,2022-01-04T18:00:00+01:00
0.49018,0.04895,10.0138,2022-01-04T18:00:00+01:00,2022-01-04T19:00:00+01:00
0.49048,0.04898,10.0138,2022-01-04T19:00:00+01:00,2022-01-04T20:00:00+01:00
0.49138,0.04907,10.0138,2022-01-04T20:00:00+01:00,2022-01-04T21:00:00+01:00
0.49138,0.04907,10.0138,2022-01-04T21:00:00+01:00,2022-01-04T22:00:00+01:00
0.48727,0.04866,10.0138,2022-01-04T22:00:00+01:00,2022-01-04T23:00:00+01:00
0.48937,0.04887,10.0138,2022-01-04T23:00:00+01:00,2022-01-05T00:00:00+01:00
0.54122,0.0543,9.9672,2022-01-05T00:00:00+01:00,2022-01-05T01:00:00+01:00
0.5152,0.05169,9.9672,2022-01-05T01:00:00+01:00,2022-01-05T02:00:00+01:00
0.49876,0.05004,9.9672,2022-01-05T02:00:00+01:00,2022-01-05T03:00:00+01:00
0.49368,0.04953,9.9672,2022-01-05T03:00:00+01:00,2022-01-05T04:00:00+01:00
0.49826,0.04999,9.9672,2022-01-05T04:00:00+01:00,2022-01-05T05:00:00+01:00
0.49876,0.05004,9.9672,2022-01-05T05:00:00+01:00,2022-01-05T06:00:00+01:00
0.63033,0.06324,9.9672,2022-01-05T06:00:00+01:00,2022-01-05T07:00:00+01:00
0.6983,0.07006,9.9672,2022-01-05T07:00:00+01:00,2022-01-05T08:00:00+01:00
0.65784,0.066,9.9672,2022-01-05T08:00:00+01:00,2022-01-05T09:00:00+01:00
0.56873,0.05706,9.9672,2022-01-05T09:00:00+01:00,2022-01-05T10:00:00+01:00
0.52577,0.05275,9.9672,2022-01-05T10:00:00+01:00,2022-01-05T11:00:00+01:00
0.52736,0.05291,9.9672,2022-01-05T11:00:00+01:00,2022-01-05T12:00:00+01:00
0.49756,0.04992,9.9672,2022-01-05T12:00:00+01:00,2022-01-05T13:00:00+01:00
0.49696,0.04986,9.9672,2022-01-05T13:00:00+01:00,2022-01-05T14:00:00+01:00
0.49547,0.04971,9.9672,2022-01-05T14:00:00+01:00,2022-01-05T15:00:00+01:00
0.49417,0.04958,9.9672,2022-01-05T15:00:00+01:00,2022-01-05T16:00:00+01:00
0.4877,0.04893,9.9672,2022-01-05T16:00:00+01:00,2022-01-05T17:00:00+01:00
0.48102,0.04826,9.9672,2022-01-05T17:00:00+01:00,2022-01-05T18:00:00+01:00
0.47793,0.04795,9.9672,2022-01-05T18:00:00+01:00,2022-01-05T19:00:00+01:00
0.46955,0.04711,9.9672,2022-01-05T19:00:00+01:00,2022-01-05T20:00:00+01:00
0.46138,0.04629,9.9672,2022-01-05T20:00:00+01:00,2022-01-05T21:00:00+01:00
0.45391,0.04554,9.9672,2022-01-05T21:00:00+01:00,2022-01-05T22:00:00+01:00
0.43068,0.04321,9.9672,2022-01-05T22:00:00+01:00,2022-01-05T23:00:00+01:00
0.42799,0.04294,9.9672,2022-01-05T23:00:00+01:00,2022-01-06T00:00:00+01:00
0.52262,0.05208,10.035,2022-01-06T00:00:00+01:00,2022-01-06T01:00:00+01:00
0.51951,0.05177,10.035,2022-01-06T01:00:00+01:00,2022-01-06T02:00:00+01:00
0.52493,0.05231,10.035,2022-01-06T02:00:00+01:00,2022-01-06T03:00:00+01:00
0.51961,0.05178,10.035,2022-01-06T03:00:00+01:00,2022-01-06T04:00:00+01:00
0.52423,0.05224,10.035,2022-01-06T04:00:00+01:00,2022-01-06T05:00:00+01:00
0.53808,0.05362,10.035,2022-01-06T05:00:00+01:00,2022-01-06T06:00:00+01:00
0.50105,0.04993,10.035,2022-01-06T06:00:00+01:00,2022-01-06T07:00:00+01:00
0.52463,0.05228,10.035,2022-01-06T07:00:00+01:00,2022-01-06T08:00:00+01:00
0.54279,0.05409,10.035,2022-01-06T08:00:00+01:00,2022-01-06T09:00:00+01:00
0.53236,0.05305,10.035,2022-01-06T09:00:00+01:00,2022-01-06T10:00:00+01:00
0.53456,0.05327,10.035,2022-01-06T10:00:00+01:00,2022-01-06T11:00:00+01:00
0.53236,0.05305,10.035,2022-01-06T11:00:00+01:00,2022-01-06T12:00:00+01:00
0.53928,0.05374,10.035,2022-01-06T12:00:00+01:00,2022-01-06T13:00:00+01:00
0.53035,0.05285,10.035,2022-01-06T13:00:00+01:00,2022-01-06T14:00:00+01:00
0.54641,0.05445,10.035,2022-01-06T14:00:00+01:00,2022-01-06T15:00:00+01:00
0.55092,0.0549,10.035,2022-01-06T15:00:00+01:00,2022-01-06T16:00:00+01:00
0.54721,0.05453,10.035,2022-01-06T16:00:00+01:00,2022-01-06T17:00:00+01:00
0.53948,0.05376,10.035,2022-01-06T17:00:00+01:00,2022-01-06T18:00:00+01:00
0.53196,0.05301,10.035,2022-01-06T18:00:00+01:00,2022-01-06T19:00:00+01:00
0.52744,0.05256,10.035,2022-01-06T19:00:00+01:00,2022-01-06T20:00:00+01:00
0.52052,0.05187,10.035,2022-01-06T20:00:00+01:00,2022-01-06T21:00:00+01:00
0.51911,0.05173,10.035,2022-01-06T21:00:00+01:00,2022-01-06T22:00:00+01:00
0.52262,0.05208,10.035,2022-01-06T22:00:00+01:00,2022-01-06T23:00:00+01:00
0.51449,0.05127,10.035,2022-01-06T23:00:00+01:00,2022-01-07T00:00:00+01:00
0.47928,0.04779,10.0288,2022-01-07T00:00:00+01:00,2022-01-07T01:00:00+01:00
0.47928,0.04779,10.0288,2022-01-07T01:00:00+01:00,2022-01-07T02:00:00+01:00
0.44107,0.04398,10.0288,2022-01-07T02:00:00+01:00,2022-01-07T03:00:00+01:00
0.42021,0.0419,10.0288,2022-01-07T03:00:00+01:00,2022-01-07T04:00:00+01:00
0.40145,0.04003,10.0288,2022-01-07T04:00:00+01:00,2022-01-07T05:00:00+01:00
0.40336,0.04022,10.0288,2022-01-07T05:00:00+01:00,2022-01-07T06:00:00+01:00
0.40095,0.03998,10.0288,2022-01-07T06:00:00+01:00,2022-01-07T07:00:00+01:00
0.50736,0.05059,10.0288,2022-01-07T07:00:00+01:00,2022-01-07T08:00:00+01:00
0.5221,0.05206,10.0288,2022-01-07T08:00:00+01:00,2022-01-07T09:00:00+01:00
0.53273,0.05312,10.0288,2022-01-07T09:00:00+01:00,2022-01-07T10:00:00+01:00
0.53203,0.05305,10.0288,2022-01-07T10:00:00+01:00,2022-01-07T11:00:00+01:00
0.53614,0.05346,10.0288,2022-01-07T11:00:00+01:00,2022-01-07T12:00:00+01:00
0.54085,0.05393,10.0288,2022-01-07T12:00:00+01:00,2022-01-07T13:00:00+01:00
0.54567,0.05441,10.0288,2022-01-07T13:00:00+01:00,2022-01-07T14:00:00+01:00
0.55038,0.05488,10.0288,2022-01-07T14:00:00+01:00,2022-01-07T15:00:00+01:00
0.56562,0.0564,10.0288,2022-01-07T15:00:00+01:00,2022-01-07T16:00:00+01:00
0.56964,0.0568,10.0288,2022-01-07T16:00:00+01:00,2022-01-07T17:00:00+01:00
0.57084,0.05692,10.0288,2022-01-07T17:00:00+01:00,2022-01-07T18:00:00+01:00
0.55901,0.05574,10.0288,2022-01-07T18:00:00+01:00,2022-01-07T19:00:00+01:00
0.55128,0.05497,10.0288,2022-01-07T19:00:00+01:00,2022-01-07T20:00:00+01:00
0.50234,0.05009,10.0288,2022-01-07T20:00:00+01:00,2022-01-07T21:00:00+01:00
0.47797,0.04766,10.0288,2022-01-07T21:00:00+01:00,2022-01-07T22:00:00+01:00
0.49282,0.04914,10.0288,2022-01-07T22:00:00+01:00,2022-01-07T23:00:00+01:00
0.4544,0.04531,10.0288,2022-01-07T23:00:00+01:00,2022-01-08T00:00:00+01:00
0.384,0.03829,10.0288,2022-01-08T00:00:00+01:00,2022-01-08T01:00:00+01:00
0.37468,0.03736,10.0288,2022-01-08T01:00:00+01:00,2022-01-08T02:00:00+01:00
0.36154,0.03605,10.0288,2022-01-08T02:00:00+01:00,2022-01-08T03:00:00+01:00
0.36084,0.03598,10.0288,2022-01-08T03:00:00+01:00,2022-01-08T04:00:00+01:00
0.37337,0.03723,10.0288,2022-01-08T04:00:00+01:00,2022-01-08T05:00:00+01:00
0.38761,0.03865,10.0288,2022-01-08T05:00:00+01:00,2022-01-08T06:00:00+01:00
0.38982,0.03887,10.0288,2022-01-08T06:00:00+01:00,2022-01-08T07:00:00+01:00
0.39664,0.03955,10.0288,2022-01-08T07:00:00+01:00,2022-01-08T08:00:00+01:00
0.41188,0.04107,10.0288,2022-01-08T08:00:00+01:00,2022-01-08T09:00:00+01:00
0.44929,0.0448,10.0288,2022-01-08T09:00:00+01:00,2022-01-08T10:00:00+01:00
0.49081,0.04894,10.0288,2022-01-08T10:00:00+01:00,2022-01-08T11:00:00+01:00
0.49522,0.04938,10.0288,2022-01-08T11:00:00+01:00,2022-01-08T12:00:00+01:00
0.49522,0.04938,10.0288,2022-01-08T12:00:00+01:00,2022-01-08T13:00:00+01:00
0.49743,0.0496,10.0288,2022-01-08T13:00:00+01:00,2022-01-08T14:00:00+01:00
0.49923,0.04978,10.0288,2022-01-08T14:00:00+01:00,2022-01-08T15:00:00+01:00
0.50134,0.04999,10.0288,2022-01-08T15:00:00+01:00,2022-01-08T16:00:00+01:00
0.50605,0.05046,10.0288,2022-01-08T16:00:00+01:00,2022-01-08T17:00:00+01:00
0.51047,0.0509,10.0288,2022-01-08T17:00:00+01:00,2022-01-08T18:00:00+01:00
0.50926,0.05078,10.0288,2022-01-08T18:00:00+01:00,2022-01-08T19:00:00+01:00
0.50746,0.0506,10.0288,2022-01-08T19:00:00+01:00,2022-01-08T20:00:00+01:00
0.50214,0.05007,10.0288,2022-01-08T20:00:00+01:00,2022-01-08T21:00:00+01:00
0.50074,0.04993,10.0288,2022-01-08T21:00:00+01:00,2022-01-08T22:00:00+01:00
0.51247,0.0511,10.0288,2022-01-08T22:00:00+01:00,2022-01-08T23:00:00+01:00
0.50054,0.04991,10.0288,2022-01-08T23:00:00+01:00,2022-01-09T00:00:00+01:00
0.4163,0.04151,10.0288,2022-01-09T00:00:00+01:00,2022-01-09T01:00:00+01:00
0.39915,0.0398,10.0288,2022-01-09T01:00:00+01:00,2022-01-09T02:00:00+01:00
0.38922,0.03881,10.0288,2022-01-09T02:00:00+01:00,2022-01-09T03:00:00+01:00
0.37718,0.03761,10.0288,2022-01-09T03:00:00+01:00,2022-01-09T04:00:00+01:00
0.37337,0.03723,10.0288,2022-01-09T04:00:00+01:00,2022-01-09T05:00:00+01:00
0.37137,0.03703,10.0288,2022-01-09T05:00:00+01:00,2022-01-09T06:00:00+01:00
0.35091,0.03499,10.0288,2022-01-09T06:00:00+01:00,2022-01-09T07:00:00+01:00
0.36976,0.03687,10.0288,2022-01-09T07:00:00+01:00,2022-01-09T08:00:00+01:00
0.3838,0.03827,10.0288,2022-01-09T08:00:00+01:00,2022-01-09T09:00:00+01:00
0.39925,0.03981,10.0288,2022-01-09T09:00:00+01:00,2022-01-09T10:00:00+01:00
0.41038,0.04092,10.0288,2022-01-09T10:00:00+01:00,2022-01-09T11:00:00+01:00
0.42803,0.04268,10.0288,2022-01-09T11:00:00+01:00,2022-01-09T12:00:00+01:00
0.43585,0.04346,10.0288,2022-01-09T12:00:00+01:00,2022-01-09T13:00:00+01:00
0.44087,0.04396,10.0288,2022-01-09T13:00:00+01:00,2022-01-09T14:00:00+01:00
0.4515,0.04502,10.0288,2022-01-09T14:00:00+01:00,2022-01-09T15:00:00+01:00
0.47567,0.04743,10.0288,2022-01-09T15:00:00+01:00,2022-01-09T16:00:00+01:00
0.47928,0.04779,10.0288,2022-01-09T16:00:00+01:00,2022-01-09T17:00:00+01:00
0.48048,0.04791,10.0288,2022-01-09T17:00:00+01:00,2022-01-09T18:00:00+01:00
0.47938,0.0478,10.0288,2022-01-09T18:00:00+01:00,2022-01-09T19:00:00+01:00
0.48048,0.04791,10.0288,2022-01-09T19:00:00+01:00,2022-01-09T20:00:00+01:00
0.47607,0.04747,10.0288,2022-01-09T20:00:00+01:00,2022-01-09T21:00:00+01:00
0.46303,0.04617,10.0288,2022-01-09T21:00:00+01:00,2022-01-09T22:00:00+01:00
0.47817,0.04768,10.0288,2022-01-09T22:00:00+01:00,2022-01-09T23:00:00+01:00
0.4517,0.04504,10.0288,2022-01-09T23:00:00+01:00,2022-01-10T00:00:00+01:00
0.41505,0.0414,10.0253,2022-01-10T00:00:00+01:00,2022-01-10T01:00:00+01:00
0.40031,0.03993,10.0253,2022-01-10T01:00:00+01:00,2022-01-10T02:00:00+01:00
0.40031,0.03993,10.0253,2022-01-10T02:00:00+01:00,2022-01-10T03:00:00+01:00
0.41274,0.04117,10.0253,2022-01-10T03:00:00+01:00,2022-01-10T04:00:00+01:00
0.44212,0.0441,10.0253,2022-01-10T04:00:00+01:00,2022-01-10T05:00:00+01:00
0.48001,0.04788,10.0253,2022-01-10T05:00:00+01:00,2022-01-10T06:00:00+01:00
0.54437,0.0543,10.0253,2022-01-10T06:00:00+01:00,2022-01-10T07:00:00+01:00
0.57325,0.05718,10.0253,2022-01-10T07:00:00+01:00,2022-01-10T08:00:00+01:00
0.61245,0.06109,10.0253,2022-01-10T08:00:00+01:00,2022-01-10T09:00:00+01:00
0.56172,0.05603,10.0253,2022-01-10T09:00:00+01:00,2022-01-10T10:00:00+01:00
0.54137,0.054,10.0253,2022-01-10T10:00:00+01:00,2022-01-10T11:00:00+01:00
0.53425,0.05329,10.0253,2022-01-10T11:00:00+01:00,2022-01-10T12:00:00+01:00
0.52523,0.05239,10.0253,2022-01-10T12:00:00+01:00,2022-01-10T13:00:00+01:00
0.51229,0.0511,10.0253,2022-01-10T13:00:00+01:00,2022-01-10T14:00:00+01:00
0.50728,0.0506,10.0253,2022-01-10T14:00:00+01:00,2022-01-10T15:00:00+01:00
0.50227,0.0501,10.0253,2022-01-10T15:00:00+01:00,2022-01-10T16:00:00+01:00
0.48903,0.04878,10.0253,2022-01-10T16:00:00+01:00,2022-01-10T17:00:00+01:00
0.4749,0.04737,10.0253,2022-01-10T17:00:00+01:00,2022-01-10T18:00:00+01:00
0.46167,0.04605,10.0253,2022-01-10T18:00:00+01:00,2022-01-10T19:00:00+01:00
0.45054,0.04494,10.0253,2022-01-10T19:00:00+01:00,2022-01-10T20:00:00+01:00
0.43791,0.04368,10.0253,2022-01-10T20:00:00+01:00,2022-01-10T21:00:00+01:00
0.42217,0.04211,10.0253,2022-01-10T21:00:00+01:00,2022-01-10T22:00:00+01:00
0.41354,0.04125,10.0253,2022-01-10T22:00:00+01:00,2022-01-10T23:00:00+01:00
0.39911,0.03981,10.0253,2022-01-10T23:00:00+01:00,2022-01-11T00:00:00+01:00
0.35088,0.03503,10.0165,2022-01-11T00:00:00+01:00,2022-01-11T01:00:00+01:00
0.31822,0.03177,10.0165,2022-01-11T01:00:00+01:00,2022-01-11T02:00:00+01:00
0.27135,0.02709,10.0165,2022-01-11T02:00:00+01:00,2022-01-11T03:00:00+01:00
0.24601,0.02456,10.0165,2022-01-11T03:00:00+01:00,2022-01-11T04:00:00+01:00
0.2458,0.02454,10.0165,2022-01-11T04:00:00+01:00,2022-01-11T05:00:00+01:00
0.25292,0.02525,10.0165,2022-01-11T05:00:00+01:00,2022-01-11T06:00:00+01:00
0.27986,0.02794,10.0165,2022-01-11T06:00:00+01:00,2022-01-11T07:00:00+01:00
0.3641,0.03635,10.0165,2022-01-11T07:00:00+01:00,2022-01-11T08:00:00+01:00
0.3616,0.0361,10.0165,2022-01-11T08:00:00+01:00,2022-01-11T09:00:00+01:00
0.35819,0.03576,10.0165,2022-01-11T09:00:00+01:00,2022-01-11T10:00:00+01:00
0.35148,0.03509,10.0165,2022-01-11T10:00:00+01:00,2022-01-11T11:00:00+01:00
0.34958,0.0349,10.0165,2022-01-11T11:00:00+01:00,2022-01-11T12:00:00+01:00
0.35879,0.03582,10.0165,2022-01-11T12:00:00+01:00,2022-01-11T13:00:00+01:00
0.35929,0.03587,10.0165,2022-01-11T13:00:00+01:00,2022-01-11T14:00:00+01:00
0.35168,0.03511,10.0165,2022-01-11T14:00:00+01:00,2022-01-11T15:00:00+01:00
0.31913,0.03186,10.0165,2022-01-11T15:00:00+01:00,2022-01-11T16:00:00+01:00
0.31472,0.03142,10.0165,2022-01-11T16:00:00+01:00,2022-01-11T17:00:00+01:00
0.29669,0.02962,10.0165,2022-01-11T17:00:00+01:00,2022-01-11T18:00:00+01:00
0.27575,0.02753,10.0165,2022-01-11T18:00:00+01:00,2022-01-11T19:00:00+01:00
0.27575,0.02753,10.0165,2022-01-11T19:00:00+01:00,2022-01-11T20:00:00+01:00
0.27055,0.02701,10.0165,2022-01-11T20:00:00+01:00,2022-01-11T21:00:00+01:00
0.25121,0.02508,10.0165,2022-01-11T21:00:00+01:00,2022-01-11T22:00:00+01:00
0.25071,0.02503,10.0165,2022-01-11T22:00:00+01:00,2022-01-11T23:00:00+01:00
0.23699,0.02366,10.0165,2022-01-11T23:00:00+01:00,2022-01-12T00:00:00+01:00
0.19894,0.02004,9.927,2022-01-12T00:00:00+01:00,2022-01-12T01:00:00+01:00
0.19556,0.0197,9.927,2022-01-12T01:00:00+01:00,2022-01-12T02:00:00+01:00
0.19378,0.01952,9.927,2022-01-12T02:00:00+01:00,2022-01-12T03:00:00+01:00
0.19338,0.01948,9.927,2022-01-12T03:00:00+01:00,2022-01-12T04:00:00+01:00
0.19358,0.0195,9.927,2022-01-12T04:00:00+01:00,2022-01-12T05:00:00+01:00
0.19497,0.01964,9.927,2022-01-12T05:00:00+01:00,2022-01-12T06:00:00+01:00
0.20281,0.02043,9.927,2022-01-12T06:00:00+01:00,2022-01-12T07:00:00+01:00
0.20757,0.02091,9.927,2022-01-12T07:00:00+01:00,2022-01-12T08:00:00+01:00
0.20738,0.02089,9.927,2022-01-12T08:00:00+01:00,2022-01-12T09:00:00+01:00
0.20698,0.02085,9.927,2022-01-12T09:00:00+01:00,2022-01-12T10:00:00+01:00
0.20658,0.02081,9.927,2022-01-12T10:00:00+01:00,2022-01-12T11:00:00+01:00
0.20628,0.02078,9.927,2022-01-12T11:00:00+01:00,2022-01-12T12:00:00+01:00
0.20757,0.02091,9.927,2022-01-12T12:00:00+01:00,2022-01-12T13:00:00+01:00
0.21085,0.02124,9.927,2022-01-12T13:00:00+01:00,2022-01-12T14:00:00+01:00
0.20847,0.021,9.927,2022-01-12T14:00:00+01:00,2022-01-12T15:00:00+01:00
0.21105,0.02126,9.927,2022-01-12T15:00:00+01:00,2022-01-12T16:00:00+01:00
0.21204,0.02136,9.927,2022-01-12T16:00:00+01:00,2022-01-12T17:00:00+01:00
0.20658,0.02081,9.927,2022-01-12T17:00:00+01:00,2022-01-12T18:00:00+01:00
0.20559,0.02071,9.927,2022-01-12T18:00:00+01:00,2022-01-12T19:00:00+01:00
0.20777,0.02093,9.927,2022-01-12T19:00:00+01:00,2022-01-12T20:00:00+01:00
0.20857,0.02101,9.927,2022-01-12T20:00:00+01:00,2022-01-12T21:00:00+01:00
0.19993,0.02014,9.927,2022-01-12T21:00:00+01:00,2022-01-12T22:00:00+01:00
